restaurant,item,calories,cal_fat,total_fat,sat_fat,trans_fat,cholesterol,sodium,total_carb,fiber,sugar,protein,vit_a,vit_c,calcium,salad
Arbys,Pecan Chicken Salad Sandwich,840,400,44,6.0,0.5,75,1210,81,6.0,20,33.0,10.0,8.0,25.0,Other
Arbys,2 piece Prime-Cut Chicken Tenders,240,100,11,1.5,0.0,30,640,19,1.0,0,16.0,0.0,0.0,2.0,Other
Arbys,3 piece Prime-Cut Chicken Tenders,360,150,17,2.5,0.0,45,950,28,2.0,0,23.0,0.0,4.0,2.0,Other
Arbys,5 piece Prime-Cut Chicken Tenders,600,250,28,4.0,0.0,75,1590,47,3.0,0,39.0,0.0,8.0,2.0,Other
Arbys,Reuben Sandwich,680,280,31,8.0,0.5,80,2420,62,4.0,5,37.0,6.0,20.0,35.0,Other
Arbys,Roast Beef Gyro,550,260,29,7.0,1.0,60,1290,48,3.0,5,24.0,10.0,15.0,10.0,Other
Arbys,Roast Turkey & Swiss Sandwich,710,260,28,7.0,0.0,65,1930,79,5.0,15,38.0,20.0,10.0,45.0,Other
Arbys,Roast Turkey & Swiss Wrap,520,240,27,9.0,0.0,65,1640,39,4.0,6,30.0,20.0,10.0,35.0,Other
Arbys,"Roast Turkey, Ranch & Bacon Sandwich",800,310,34,10.0,0.5,80,2420,79,5.0,16,45.0,20.0,10.0,45.0,Other
Arbys,"Roast Turkey, Ranch & Bacon Wrap",620,310,34,11.0,0.5,85,2130,39,4.0,6,37.0,20.0,10.0,30.0,Other
Arbys,Smoke Mountain w/ Beef Short Rib,740,320,35,13.0,1.0,125,2050,62,4.0,17,43.0,,,,Other
Arbys,Smokehouse Beef Short Rib Sandwich,590,250,59,10.0,1.0,75,1510,59,4.0,14,26.0,,,,Other
Arbys,Smokehouse Brisket,600,310,35,12.0,1.0,110,1240,42,2.0,7,33.0,4.0,8.0,20.0,Other
Arbys,Super Roast Beef,430,160,17,5.0,1.0,45,1060,45,3.0,11,23.0,10.0,10.0,8.0,Other
Arbys,Three Cheese Steak Sandwich,650,320,36,15.0,1.0,115,1760,44,2.0,9,30.0,,,,Other
Arbys,Triple Decker Sandwich,1030,459,51,17.0,1.0,155,2940,83,5.0,19,62.0,,,,Other
Arbys,Turkey Avocado Club,730,252,28,6.0,0.0,65,2140,80,6.0,16,41.0,,,,Other
Arbys,Turkey Gyro,470,180,20,3.5,0.0,45,1520,48,3.0,5,25.0,10.0,15.0,10.0,Other
Arbys,Ultimate BLT,980,495,55,14.0,0.0,85,2130,80,6.0,19,43.0,,,,Other
Arbys,Buffalo Chicken Slider,290,120,13,2.0,0.0,20,860,31,2.0,2,12.0,,,,Other
Arbys,Chicken Tender 'n Cheese Slider,290,110,12,3.5,0.0,25,720,30,1.0,1,15.0,,,,Other
Arbys,Corned Beef 'n Cheese Slider,220,80,9,3.5,0.0,30,890,21,1.0,1,14.0,,,,Other
Arbys,Ham 'n Cheese Slider,210,70,8,3.0,0.0,25,780,21,1.0,2,13.0,,,,Other
Arbys,Jalapeno Roast Beef 'n Cheese Slider,240,90,11,4.5,0.0,30,670,21,1.0,1,14.0,,,,Other
Arbys,Pizza Slider,300,150,17,6.0,0.0,35,930,23,1.0,2,13.0,,,,Other
Arbys,Roast Beef 'n Cheese Slider,240,90,11,4.5,0.0,30,670,21,1.0,1,14.0,,,,Other
Arbys,Turkey 'n Cheese Slider,200,60,7,2.5,0.0,25,760,21,1.0,2,14.0,,,,Other
Arbys,Chopped Side Salad,70,45,5,2.5,0.0,15,100,4,1.0,2,5.0,35.0,10.0,10.0,Other
Arbys,Crispy Chicken Farmhouse Salad,430,220,24,8.0,0.0,65,1000,26,4.0,4,28.0,60.0,20.0,25.0,Other
Arbys,Greek Gyro Salad,420,340,37,9.0,0.0,55,700,11,2.0,4,10.0,,,,Other
Arbys,Roast Turkey Farmhouse Salad,230,120,13,7.0,0.0,55,870,8,2.0,5,22.0,60.0,20.0,25.0,Other
Arbys,Super Greek Salad,720,480,53,15.0,0.0,85,1310,39,5.0,7,22.0,,,,Other
Burger King,American Brewhouse King,1550,1134,126,47.0,8.0,805,1820,21,3.0,7,134.0,,,,Other
Burger King,Bacon & Swiss Sourdough King,1000,585,65,24.0,3.0,200,1320,48,2.0,8,56.0,,,,Other
Burger King,Bacon Cheeseburger,330,140,16,7.0,0.0,55,830,32,1.0,7,18.0,,,,Other
Burger King,Bacon Cheeseburger Deluxe,290,120,14,6.0,0.5,40,720,28,1.0,7,12.0,,,,Other
Burger King,Bacon King,1040,630,48,28.0,2.5,220,1900,48,1.0,10,57.0,,,,Other
Burger King,Bacon King Jr,730,351,39,9.0,0.0,90,1930,63,0.0,16,32.0,,,,Other
Burger King,BBQ Bacon King,1100,675,75,29.0,3.0,220,1850,51,,13,57.0,,,,Other
Burger King,Cheeseburger,300,130,14,6.0,0.0,45,710,28,1.0,6,16.0,,,,Other
Burger King,Double Bacon Cheeseburger,520,280,31,14.0,1.0,105,1180,33,1.0,8,31.0,,,,Other
Burger King,Double Cheeseburger,450,230,26,12.0,1.0,95,960,29,1.0,6,26.0,,,,Other
Burger King,Double Hamburger,360,160,18,8.0,0.0,70,520,28,1.0,6,22.0,,,,Other
Burger King,Double Quarter Pound King,900,486,54,25.0,3.0,210,1740,50,2.0,11,56.0,,,,Other
Burger King,Extra Long Cheeseburger,580,300,33,13.0,1.5,85,1030,45,2.0,9,26.0,,,,Other
Burger King,Farmhouse King,1220,720,80,28.0,3.0,335,2050,62,,15,,,,,Other
Burger King,Hamburger,260,90,10,4.0,0.0,35,490,28,1.0,6,13.0,,,,Other
Burger King,Homestyle Cheeseburger,550,250,27,12.0,1.5,95,1140,48,2.0,10,30.0,,,,Other
Burger King,Jalapeno King Sandwich,990,585,65,24.0,3.0,205,1550,46,2.0,7,55.0,,,,Other
Burger King,Mushroom & Swiss King,940,567,63,21.0,2.5,175,1380,45,,8,49.0,,,,Other
Burger King,Rodeo Burger,310,110,13,4.0,0.5,25,450,38,1.0,9,9.0,,,,Other
Burger King,Rodeo King,1250,738,82,31.0,3.5,230,2270,69,3.0,14,60.0,,,,Other
Burger King,Sourdough King Single,730,387,43,16.0,1.5,125,1570,52,2.0,12,35.0,,,,Other
Burger King,Sourdough King Double,970,549,61,24.0,3.0,205,1640,52,2.0,12,55.0,,,,Other
Burger King,Steakhouse King,1100,666,74,24.0,1.0,180,1620,59,,13,50.0,,,,Other
Burger King,Bacon & Cheese Whopper,770,432,48,16.0,2.0,95,1360,47,2.0,9,29.0,,,,Other
Burger King,DOUBLE WHOPPER w/o Cheese,900,510,57,19.0,2.0,140,1050,51,3.0,11,47.0,,,,Other
Burger King,DOUBLE WHOPPER w/ Cheese,990,580,65,24.0,2.0,160,1480,53,3.0,11,52.0,,,,Other
Burger King,WHOPPER w/o Cheese,660,360,40,12.0,1.5,90,980,49,2.0,11,28.0,,,,Other
Burger King,WHOPPER w/ Cheese,760,430,47,16.0,1.0,100,1410,53,3.0,11,33.0,,,,Other
Burger King,WHOPPER JR. w/o Cheese,340,170,19,5.0,0.0,40,510,28,2.0,6,14.0,,,,Other
Burger King,WHOPPER JR. w/ Cheese,380,210,23,8.0,1.0,55,730,29,2.0,6,16.0,,,,Other
Burger King,Bacon Cheddar Ranch Chicken Salad w/ grilled Chicken & Dressing,590,360,40,12.0,0.0,150,1540,18,3.0,6,42.0,,,,Other
Burger King,Bacon Cheddar Ranch Chicken Salad w/ crispy Chicken & Dressing,720,450,50,13.0,0.0,120,1960,32,5.0,7,36.0,,,,Other
Burger King,Chicken BLT Salad w/ Grilled Chicken,550,330,37,10.0,0.0,115,1640,17,3.0,5,36.0,,,,Other
Burger King,Chicken BLT Salad w/ Crispy Chicken,690,430,48,12.0,1.0,100,1750,31,4.0,8,35.0,,,,Other
Burger King,Chicken Caesar Salad w/ Grilled Chicken,530,290,32,5.0,0.0,95,1640,26,3.0,6,35.0,,,,Other
Burger King,Chicken Caesar Salad w/ Crispy Chicken,670,380,43,7.0,0.0,80,1760,40,5.0,8,34.0,,,,Other
Burger King,"Chicken, Apple & Cranberry Salad w/ Grilled Chicken",560,270,30,7.0,0.0,90,980,40,4.0,34,29.0,,,,Other
Burger King,"Chicken, Apple & Cranberry Salad w/ Crispy Chicken",700,370,41,9.0,0.0,80,1090,54,5.0,37,28.0,,,,Other
Burger King,"Garden Grilled Chicken Salad w/ Grilled Chicken, no dressing",320,120,14,6.0,0.0,115,650,16,2.0,4,36.0,,,,Other
Burger King,"Garden Grilled Chicken Salad w/ Crispy Chicken, no dressing",450,220,24,7.0,0.0,85,1070,30,5.0,6,29.0,,,,Other
Burger King,Side Caesar Salad with dressing,220,180,20,4.0,0.0,10,540,7,2.0,3,6.0,,,,Other
Burger King,Side Garden Salad and Avocado Ranch Dressing,230,190,21,5.0,0.0,30,520,7,2.0,3,5.0,,,,Other
Burger King,Bacon Cheddar Ranch Crispy Chicken Sandwich,830,468,52,14.0,0.5,110,2100,57,,9,34.0,,,,Other
Burger King,BBQ Bacon Crispy Chicken Sandwich,440,243,27,4.5,0.0,15,630,44,,13,7.0,,,,Other
Burger King,Big Fish Sandwich,530,250,27,4.5,0.0,30,1360,54,2.0,7,17.0,,,,Other
Burger King,BK VEGGIE Burger,410,150,16,3.0,0.0,5,1030,44,7.0,8,22.0,,,,Other
Burger King,Chicken Burger,480,220,25,2.5,0.0,5,1160,42,2.0,10,22.0,,,,Other
Burger King,Chicken Cordon Bleu Sandwich,730,351,39,9.0,0.0,90,1930,63,,16,32.0,,,,Other
Burger King,Chicken Fries,290,150,17,3.0,1.5,40,780,18,1.0,1,16.0,,,,Other
Burger King,4 Piece Chicken Nuggets,190,100,11,2.0,0.0,25,310,10,1.0,0,10.0,,,,Other
Burger King,6 Piece Chicken Nuggets,290,150,17,3.0,0.0,40,460,15,1.0,0,15.0,,,,Other
Burger King,20 Piece Chicken Nuggets,950,500,55,11.0,0.0,130,1530,50,5.0,0,51.0,,,,Other
Burger King,Chicken Nuggets (10pc),470,260,29,5.0,0.0,50,890,34,5.0,0,21.0,,,,Other
Burger King,Chicken Parmesan Sandwich,570,225,25,8.0,0.0,70,1340,57,,9,32.0,,,,Other
Burger King,Crispy Buffalo Chicken Melt,580,252,28,8.0,0.5,70,2310,56,,8,30.0,,,,Other
Burger King,Crispy Chicken Jr.,430,250,28,4.5,0.0,30,760,34,2.0,4,12.0,,,,Other
Burger King,Crispy Chicken Sandwich,670,370,41,7.0,0.5,60,1070,54,2.0,7,23.0,,,,Other
Burger King,Grilled Chicken Sandwich,470,170,19,3.5,0.0,85,850,39,2.0,6,37.0,,,,Other
Burger King,Grilled Chili Cheese Dog,330,170,19,8.0,1.0,40,980,28,2.0,5,14.0,,,,Other
Burger King,Grilled Hot Dog,310,140,16,6.0,1.0,30,960,32,2.0,10,11.0,,,,Other
Burger King,Jalapeno Chicken Fries,300,160,18,3.0,0.0,40,950,19,1.0,1,15.0,,,,Other
Burger King,Original Chicken Sandwich,630,350,39,7.0,1.0,65,1390,46,3.0,4,24.0,,,,Other
Burger King,Pretzel Chicken Fries,340,189,21,3.5,0.0,45,1200,21,1.0,1,16.0,,,,Other
Burger King,Rodeo Crispy Chicken Sandwich,410,150,17,3.0,0.0,20,870,53,2.0,14,12.0,,,,Other
Burger King,Sourdough Chicken Club,840,459,51,12.0,1.0,95,1760,62,3.0,7,32.0,,,,Other
Burger King,4 Piece Spicy Chicken Nuggets,210,135,15,3.0,0.0,20,570,11,2.0,0,8.0,,,,Other
Burger King,Spicy Chicken Nuggets,530,333,37,7.0,0.0,55,1420,28,,0,20.0,,,,Other
Burger King,Spicy Crispy Chicken Jr.,410,220,25,4.5,0.0,35,850,35,2.0,5,12.0,,,,Other
Burger King,Spicy Crispy Chicken Sandwich,700,378,42,7.0,0.0,65,1140,57,3.0,8,25.0,,,,Other
Burger King,Spicy Crispy Jalapeno Chicken Sandwich,760,405,45,11.0,0.0,95,1720,58,3.0,8,32.0,,,,Other
Dairy Queen,1/2 lb. FlameThrower® GrillBurger,1000,660,74,26.0,2.0,170,1610,40,2.0,9,46.0,25.0,8.0,30.0,Other
Dairy Queen,1/2 lb. GrillBurger with Cheese,800,460,51,20.0,2.0,135,1280,44,3.0,13,40.0,25.0,6.0,35.0,Other
Dairy Queen,1/4 lb. Bacon Cheese GrillBurger,630,330,37,13.0,1.0,95,1250,44,2.0,13,30.0,20.0,6.0,25.0,Other
Dairy Queen,1/4 lb. GrillBurger with Cheese,540,270,30,11.0,1.0,70,1020,44,3.0,13,23.0,20.0,6.0,25.0,Other
Dairy Queen,1/4 lb. Mushroom Swiss GrillBurger,570,310,35,11.0,1.0,75,820,39,2.0,8,24.0,2.0,0.0,25.0,Other
Dairy Queen,Original Cheeseburger,400,160,18,9.0,1.0,65,930,34,1.0,8,19.0,10.0,0.0,10.0,Other
Dairy Queen,Original Double Cheeseburger,630,310,34,18.0,2.0,125,1240,34,1.0,9,34.0,15.0,0.0,20.0,Other
Dairy Queen,4 Piece Chicken Strip Basket w/ Country Gravy,1030,480,53,9.0,1.0,80,2780,105,9.0,4,35.0,2.0,0.0,10.0,Other
Dairy Queen,6 Piece Chicken Strip Basket w/ Country Gravy,1260,590,66,11.0,1.0,120,3500,121,12.0,4,49.0,2.0,0.0,10.0,Other
Dairy Queen,Bacon Cheese Dog,420,240,26,11.0,1.0,60,1140,26,1.0,3,19.0,,,,Other
Dairy Queen,Cheese Dog,390,220,24,11.0,1.0,50,1000,26,1.0,3,16.0,,,,Other
Dairy Queen,Chili Cheese Dog,380,220,24,11.0,1.0,55,900,23,1.0,3,16.0,10.0,0.0,15.0,Other
Dairy Queen,Chili Dog,330,180,20,8.0,1.0,40,1050,24,1.0,5,13.0,8.0,0.0,6.0,Other
Dairy Queen,Hot Dog,290,160,17,7.0,1.0,35,900,22,1.0,4,11.0,4.0,0.0,6.0,Other
Dairy Queen,Relish Dog,350,180,20,8.0,1.0,35,1000,30,1.0,6,13.0,,,,Other
Dairy Queen,Barbecue Pork Sandwich,310,80,9,3.0,0.0,50,830,41,2.0,9,17.0,10.0,4.0,4.0,Other
Dairy Queen,Breaded Mushrooms,250,80,9,1.0,0.0,0,500,36,2.0,1,7.0,0.0,2.0,2.0,Other
Dairy Queen,Regular Cheese Curds,550,410,45,25.0,0.0,150,900,0,0.0,0,35.0,30.0,0.0,100.0,Other
Dairy Queen,Large Cheese Curds,1050,670,75,43.0,1.0,180,2210,52,0.0,30,43.0,,,,Other
Dairy Queen,Chili Cheese Mega Dog,760,440,49,21.0,2.0,100,1570,48,2.0,6,32.0,,,,Other
Dairy Queen,Corn Dog,260,140,15,4.0,0.0,20,450,26,1.0,7,6.0,0.0,4.0,0.0,Other
Dairy Queen,Crispy Fish Sandwich,470,200,22,3.0,0.0,20,1210,53,2.0,7,17.0,10.0,2.0,6.0,Other
Dairy Queen,Deluxe Cheeseburger,400,160,18,9.0,1.0,65,930,35,1.0,9,20.0,20.0,6.0,10.0,Other
Dairy Queen,Deluxe Double Cheeseburger,640,310,34,18.0,2.0,125,1240,35,1.0,9,34.0,25.0,6.0,20.0,Other
Dairy Queen,Deluxe Double Hamburger,540,240,26,13.0,1.0,100,750,34,1.0,9,29.0,15.0,6.0,4.0,Other
Dairy Queen,Deluxe Hamburger,350,130,14,7.0,1.0,50,680,34,1.0,9,17.0,15.0,6.0,4.0,Other
Dairy Queen,DQ Ultimate® Burger,780,430,48,22.0,2.0,150,1390,34,1.0,7,41.0,20.0,6.0,20.0,Other
Dairy Queen,Pork Tenderloin Sandwich,580,310,34,7.0,0.0,45,910,48,2.0,6,19.0,,,,Other
Dairy Queen,Steak Finger Basket,910,430,48,13.0,0.5,45,2210,95,5.0,2,23.0,,,,Other
Dairy Queen,3 chicken strips Chicken Strips,350,180,20,3.0,0.0,60,960,22,10.0,0,22.0,,,,Other
Dairy Queen,Chicken Bacon Ranch Sandwich,500,180,20,8.0,0.0,65,1190,45,3.0,3,33.0,,,,Other
Dairy Queen,Chicken Mozzarella Sandwich,640,220,25,8.0,0.0,60,1530,68,4.0,3,34.0,,,,Other
Dairy Queen,Crispy Chicken BLT Salad,520,280,31,10.0,0.0,100,1470,25,9.0,6,37.0,,,,Other
Dairy Queen,Crispy Chicken Garden Greens Salad,280,120,13,2.0,0.0,40,670,24,9.0,6,17.0,,,,Other
Dairy Queen,Crispy Chicken Sandwich,600,270,30,5.0,0.0,55,1250,59,7.0,8,24.0,10.0,6.0,15.0,Other
Dairy Queen,Crispy Chicken Wrap,350,190,21,5.0,0.0,35,820,30,2.0,1,12.0,10.0,2.0,10.0,Other
Dairy Queen,Grilled Chicken BLT Salad,380,170,19,9.0,0.0,100,1540,11,3.0,6,42.0,,,,Other
Dairy Queen,Grilled Chicken Garden Greens Salad,150,20,2,0.5,0.0,40,730,10,3.0,6,23.0,,,,Other
Dairy Queen,Grilled Chicken Sandwich,360,140,15,3.0,0.0,50,1040,32,1.0,5,25.0,10.0,8.0,6.0,Other
Dairy Queen,Grilled Chicken Wrap,280,130,15,4.0,0.0,30,800,22,1.0,1,15.0,10.0,4.0,10.0,Other
Dairy Queen,Side Salad,20,0,0,0.0,0.0,0,15,5,2.0,3,1.0,50.0,30.0,15.0,Other
Dairy Queen,Turkey BLT Sandwich,550,240,26,8.0,0.0,60,1420,45,3.0,3,30.0,,,,Other
Subway,"6"" B.L.T.",320,80,9,4.0,0.0,20,680,43,5.0,6,15.0,8.0,8.0,30.0,Other
Subway,Footlong B.L.T.,640,160,18,8.0,0.0,40,1360,86,10.0,12,30.0,16.0,16.0,60.0,Other
Subway,"6"" BBQ Rib Sandwich",430,160,18,6.0,0.0,50,590,47,5.0,8,19.0,8.0,20.0,30.0,Other
Subway,Footlong BBQ Rib Sandwich,860,320,36,12.0,0.0,100,1180,94,10.0,16,38.0,16.0,40.0,60.0,Other
Subway,"6"" Big Hot Pastrami",580,310,31,11.0,0.0,85,1470,47,5.0,7,29.0,10.0,45.0,40.0,Other
Subway,Footlong Big Hot Pastrami,1160,620,62,22.0,0.0,170,2940,94,10.0,14,58.0,20.0,90.0,80.0,Other
Subway,"6"" Big Philly Cheesesteak",500,150,17,9.0,1.0,85,1310,51,6.0,8,38.0,15.0,20.0,50.0,Other
Subway,Footlong Big Philly Cheesesteak,1000,300,34,18.0,2.0,170,2620,102,12.0,16,76.0,30.0,40.0,100.0,Other
Subway,Kids Mini Sub Black Forest Ham,180,20,3,0.5,0.0,10,450,30,3.0,5,10.0,6.0,15.0,20.0,Other
Subway,"6"" Black Forest Ham",290,40,5,1.0,0.0,20,830,46,5.0,8,18.0,8.0,20.0,30.0,Other
Subway,Footlong Black Forest Ham,580,80,10,2.0,0.0,40,1660,92,10.0,16,36.0,16.0,40.0,60.0,Other
Subway,"6"" Carved Turkey",330,45,5,1.0,0.0,45,890,45,5.0,7,25.0,8.0,20.0,30.0,Other
Subway,Footlong Carved Turkey,660,90,10,2.0,0.0,90,1780,90,10.0,14,50.0,16.0,40.0,60.0,Other
Subway,"6"" Carved Turkey & Bacon w/ Cheese",570,230,26,7.0,0.0,70,1600,46,5.0,8,33.0,10.0,20.0,40.0,Other
Subway,Footlong Carved Turkey & Bacon w/ Cheese,1140,460,52,14.0,0.0,140,3200,92,10.0,16,66.0,20.0,40.0,80.0,Other
Subway,"6"" Chicken & Bacon Ranch Melt",570,250,28,10.0,1.0,95,1080,47,5.0,8,35.0,15.0,25.0,50.0,Other
Subway,Footlong Chicken & Bacon Ranch Melt,1140,500,56,20.0,2.0,190,2160,94,10.0,16,70.0,30.0,50.0,100.0,Other
Subway,"6"" Chicken Pizziola Melt",460,140,16,6.0,0.0,80,1140,49,6.0,9,32.0,15.0,30.0,45.0,Other
Subway,Footlong Chicken Pizziola Melt,920,280,32,12.0,0.0,160,2280,98,12.0,18,64.0,30.0,60.0,90.0,Other
Subway,"6"" Cold Cut Combo",370,120,13,4.0,0.0,50,1140,46,5.0,7,18.0,10.0,20.0,35.0,Other
Subway,Footlong Cold Cut Combo,740,240,26,8.0,0.0,100,2280,92,10.0,14,36.0,20.0,40.0,70.0,Other
Subway,"6"" Corned Beef Reuben",470,130,15,4.5,0.0,85,1770,45,7.0,12,39.0,10.0,35.0,20.0,Other
Subway,Footlong Corned Beef Reuben,940,260,30,9.0,0.0,170,3540,90,14.0,24,78.0,20.0,70.0,40.0,Other
Subway,"6"" Italian B.M.T.",410,150,16,6.0,0.0,45,1300,46,5.0,8,20.0,8.0,20.0,30.0,Other
Subway,Footlong Italian B.M.T.,820,300,32,12.0,0.0,90,2600,92,10.0,16,40.0,16.0,40.0,60.0,Other
Subway,"6"" Italian Hero",550,260,29,10.0,0.0,75,1470,47,5.0,9,26.0,10.0,20.0,40.0,Other
Subway,Footlong Italian Hero,1100,520,58,20.0,0.0,150,2940,94,10.0,18,52.0,20.0,40.0,80.0,Other
Subway,"6"" Meatball Marinara",480,160,18,7.0,1.0,30,950,59,8.0,12,21.0,25.0,35.0,35.0,Other
Subway,Footlong Meatball Marinara,960,320,36,14.0,2.0,60,1900,118,16.0,24,42.0,50.0,70.0,70.0,Other
Subway,"6"" Oven Roasted Chicken",320,40,5,2.0,0.0,25,640,47,5.0,8,23.0,8.0,30.0,30.0,Other
Subway,Footlong Oven Roasted Chicken,640,80,10,4.0,0.0,50,1280,44,10.0,16,46.0,16.0,60.0,60.0,Other
Subway,Kids Mini Sub Roast Beef,200,25,3,1.0,0.0,25,390,30,4.0,5,14.0,6.0,15.0,20.0,Other
